rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization
17,grandmaster,Bo,https://www.kaggle.com/boliu0,16,8,4,84427,United States,New York,New York,Deep Learning,NVIDIA
18,grandmaster,takuoko,https://www.kaggle.com/takuok,9,10,11,83240,Japan,Tokyo,Tokyo,DataScientist,Rist. Z by HP & NVIDIA Data Science Global Ambassador
19,grandmaster,nyanp,https://www.kaggle.com/nyanpn,5,6,2,81513,Japan,Osaka,Osaka,Engineer,Japan
20,expert,Kirderf,https://www.kaggle.com/kirderf,0,14,24,80014,Sweden,Stockholm County,Stockholm,nan,nan
21,grandmaster,Limerobot,https://www.kaggle.com/limerobot,12,7,1,79613,South Korea,Gyeonggi-do,Seongnam-si,Data Scientist,UPSTAGE AI
22,master,Manuel Campos,https://www.kaggle.com/coreacasa,2,28,22,79208,Spain,Community of Madrid,Madrid,Kaggler at None,UNKOWN
23,master,Nischay Dhankhar,https://www.kaggle.com/nischaydnk,5,18,5,76469,India,Haryana,Gurugram,Undergraduate,"Netaji Subash University Of Technology, Delhi"
24,grandmaster,Kun Hao Yeh,https://www.kaggle.com/khyeh0719,11,23,6,75269,Taiwan,UNKOWN,Hsinchu,Data Scientist,H2O.ai
25,grandmaster,DungNB,https://www.kaggle.com/nguyenbadung,6,11,5,74866,Vietnam,Hanoi,Hanoi,Data Scientist,Vin Big Data
26,master,Mathurin Aché,https://www.kaggle.com/mathurinache,7,36,47,74541,France,Pays de la Loire,Orvault,Data Scientist,Prevision.io
27,grandmaster,(⊙﹏⊙),https://www.kaggle.com/wht1996,5,2,3,72879,China,Zhejiang,Hangzhou,UNKOWN,UNKOWN
28,grandmaster,dott,https://www.kaggle.com/dott1718,13,7,2,72643,Austria,Vienna,Vienna,Senior Data Scientist,H2O.ai
29,master,Eduardo Peynetti,https://www.kaggle.com/eduardopeynetti,2,3,0,70106,France,Île-de-France,Paris,Quantitative Researcher,.
30,grandmaster,YoonSoo,https://www.kaggle.com/harangdev,6,6,0,69842,South Korea,Seoul,Seoul,Student,Seoul National University
31,master,Kɔuq Wang,https://www.kaggle.com/gmhost,3,19,9,69736,China,Guangdong Province,Shenzhen,None,None
32,grandmaster,Kramarenko Vladislav,https://www.kaggle.com/vlomme,5,4,1,69643,Russia,UNKOWN,Saint Petersburg,-,-
33,grandmaster,KS,https://www.kaggle.com/ks2019,5,17,4,69495,India,Maharashtra,Mumbai,Machine Learning Engineer,Jio Saavn
34,grandmaster,charmq,https://www.kaggle.com/charmq,7,4,2,68673,Japan,Tokyo,Tokyo,Engineer,Preferred Networks
35,grandmaster,Bojan Tunguz,https://www.kaggle.com/tunguz,9,17,28,66441,United States,Indiana,Greencastle,Data Scientist,Nvidia
36,grandmaster,currypurin,https://www.kaggle.com/currypurin,5,7,6,65570,Japan,Tokyo,Tokyo,kaggler,data-refinement
37,master,Tom,https://www.kaggle.com/tikutiku,4,12,1,65290,Japan,Nagano,Ueda,Engineer,HIOKI E.E.Corporation
38,grandmaster,senkin13,https://www.kaggle.com/senkin13,8,6,4,64715,Japan,Tokyo,Tokyo,Data Scientist,DataRobot Japan
39,master,Darek Kłeczek,https://www.kaggle.com/thedrcat,3,2,0,60684,Poland,Masovian Voivodeship,Warsaw,"ML Engineer, Growth",Weights & Biases
40,master,Ryuichi,https://www.kaggle.com/ryuichigt,2,8,5,60514,Japan,Tokyo,Tokyo,Musician,DentsuDigital
41,master,Prateek,https://www.kaggle.com/prateekagnihotri,4,17,3,59836,India,Delhi,New Delhi,Data Scientist,Clairvoyant (EXL)
42,grandmaster,Theo Viel,https://www.kaggle.com/theoviel,9,13,3,59473,France,Île-de-France,Paris,Research Scientist,DAMAE Medical
43,master,Shujun,https://www.kaggle.com/shujun717,4,5,3,59295,United States,Texas,College Station,PhD student,Texas A&M University
44,grandmaster,ONODERA,https://www.kaggle.com/onodera,11,14,5,59210,Japan,Tokyo,Shibuya City,Senior Deep Learning Data Scientist,NVIDIA
45,grandmaster,tito,https://www.kaggle.com/its7171,11,14,0,58675,Japan,Tokyo,Tokyo,Search Engineer,Universal Knowledge Inc.
46,expert,Amir Ghazi,https://www.kaggle.com/amirghazi,1,0,1,57080,Iran,Hamadan Province,Hamedan,No one,No where
47,master,Ivan Panshin,https://www.kaggle.com/ivanpan,4,7,6,56404,Georgia,Adjara,Batumi,Senior Computer Vision Engineer,Checklens
48,grandmaster,Takoi,https://www.kaggle.com/takoihiraokazu,8,7,2,56251,Japan,Fukuoka,Fukuoka,Data Scientist,Rist
49,grandmaster,Gary,https://www.kaggle.com/garybios,12,11,0,55957,China,Guangdong Province,Shenzhen,overfitting,Kaggle
50,grandmaster,tkm2261,https://www.kaggle.com/tkm2261,6,6,4,55758,Japan,UNKOWN,UNKOWN,CS PhD student,UCIrvine
51,grandmaster,keetar,https://www.kaggle.com/keetar,5,1,0,55527,South Korea,Seoul,Seoul,ML Engineer,Samsung Electronics
52,grandmaster,30CrMnSiA,https://www.kaggle.com/h4211819,8,8,2,55492,China,Beijing,Beijing,DDRK,Beijing
53,expert,thatdataanalyst,https://www.kaggle.com/koki25ando,1,0,1,55189,Japan,Tokyo,Tokyo,Data Analyst,Marketing Research Company
54,grandmaster,tereka,https://www.kaggle.com/tereka,8,22,4,54790,Japan,Kanagawa,Yokohama,Senior Data Scientist,Acroquest Technology Co. Ltd.
55,grandmaster,Isamu,https://www.kaggle.com/yamsam,8,6,3,54616,Japan,Kanagawa,Yokohama,Data Scientist,Canon Inc.
56,master,KhanhVD,https://www.kaggle.com/duykhanh99,2,24,8,53282,Vietnam,Hanoi,Hanoi,AI Engineer,_
57,grandmaster,outrunner,https://www.kaggle.com/outrunner,7,15,4,53114,Taiwan,UNKOWN,Taipei,Data Scientist,YUAN
58,grandmaster,Chun Ming Lee,https://www.kaggle.com/leecming,5,3,0,52449,Singapore,UNKOWN,UNKOWN,Data Science,H2O.ai
59,master,Nanashi,https://www.kaggle.com/jesucristo,1,23,13,51811,Germany,Bavaria,Munich,Alchemist,H2O.ai
60,master,James Trotman,https://www.kaggle.com/jtrotman,4,33,13,51344,United Kingdom,England,UNKOWN,UNKOWN,UNKOWN
61,master,ForcewithMe,https://www.kaggle.com/forcewithme,2,8,1,51268,China,Guangdong Province,Guangzhou,Student,kaggle
62,grandmaster,Tom Van de Wiele,https://www.kaggle.com/tvdwiele,7,1,0,50452,Norway,Innlandet,Gran,Senior Quantitative Researcher,G-Research
63,grandmaster,Ian Pan,https://www.kaggle.com/vaillant,7,7,0,50008,United States,Massachusetts,Boston,Radiology Resident,Brigham & Women's Hospital
64,master,Volodymyr,https://www.kaggle.com/vladimirsydor,3,8,4,49796,Ukraine,UNKOWN,Kyiv,Deep Learning engineer,Respeecher
65,grandmaster,Light,https://www.kaggle.com/berserker408,7,14,5,49067,China,Beijing,Beijing,Quant,Quant
66,expert,andrekos,https://www.kaggle.com/andrekos,0,8,34,48826,Singapore,UNKOWN,UNKOWN,Lead Data Scientist,H2i
67,master,Firas Baba,https://www.kaggle.com/rinnqd,2,9,1,47980,Norway,Rogaland,Stavanger,Machine Learning Engineer,UNKOWN
68,grandmaster,nagiss,https://www.kaggle.com/nagiss,5,5,0,46560,Japan,Tokyo,Tokyo,???,???
69,master,Mohsin hasan,https://www.kaggle.com/tezdhar,4,16,9,44558,India,Karnataka,Bengaluru,Data Scientist,OKCredit
70,master,YujiAriyasu,https://www.kaggle.com/yujiariyasu,4,3,1,44022,Japan,Tokyo,Tokyo,Data Scientist,Aillis Inc.
71,master,Random_prediction,https://www.kaggle.com/rytisva88,4,12,1,43813,United States,District of Columbia,Washington,NA,NA
72,grandmaster,Shiro,https://www.kaggle.com/ludovick,5,7,4,43740,France,Île-de-France,Paris,AI Engineer,UNKOWN
73,master,Patrick Yam,https://www.kaggle.com/wimwim,3,10,2,43421,Hong Kong,UNKOWN,Hong Kong,UNKOWN,UNKOWN
74,grandmaster,beluga,https://www.kaggle.com/gaborfodor,14,13,12,43282,Hungary,UNKOWN,Budapest,Data Scientist,H2O.ai
75,grandmaster,Young for you,https://www.kaggle.com/mahluo,5,13,7,43177,China,Sichuan,Chengdu,Math,SCU
76,master,Ulrich G.,https://www.kaggle.com/ulrich07,1,7,15,42501,France,Île-de-France,Palaiseau,Student,ENS-CACHAN & ENSAE Paris-Tech
77,grandmaster,Rob Mulla,https://www.kaggle.com/robikscube,5,13,12,42335,United States,District of Columbia,Washington,Tom,o
78,master,Kha Vo,https://www.kaggle.com/khahuras,8,10,0,42231,Australia,New South Wales,Sydney,UNKOWN,UNKOWN
79,grandmaster,ZFTurbo,https://www.kaggle.com/zfturbo,24,25,10,41957,Russia,UNKOWN,Moscow,UNKOWN,IPPM RAS
80,grandmaster,Y.Nakama,https://www.kaggle.com/yasufuminakama,9,9,5,41923,Japan,Tokyo,Tokyo,Data Scientist,XXX
81,master,ishikei,https://www.kaggle.com/amanatsu,3,5,4,41328,Japan,Ibaraki,Tsukuba,ML Engineer,Rist Inc.
82,expert,Ray Melius,https://www.kaggle.com/xabonum,0,7,12,41295,Belgium,Brussels,Brussels,Programmer,IT company
83,grandmaster,Mike Kim,https://www.kaggle.com/mikeskim,7,40,32,41266,United States,California,San Francisco,Data Scientist,Stealth
84,master,kibuna,https://www.kaggle.com/kibuna,4,1,1,41153,Japan,Tokyo,Tokyo,Quant,UNKOWN
85,master,fantastic_hirarin,https://www.kaggle.com/hiraiitsuki,3,5,1,41087,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
86,master,LiamKirwin,https://www.kaggle.com/lpkirwin,2,2,1,40910,United Kingdom,England,London,Data Scientist,UNKOWN
87,expert,Nat Bel ML Fun,https://www.kaggle.com/natbel4ml,0,12,21,40855,UNKOWN,UNKOWN,UNKOWN,San Francisco Bay Area,UNKOWN
88,grandmaster,sin,https://www.kaggle.com/underwearfitting,5,7,6,40566,United States,California,San Diego,Living life,NANOVERSE
89,master,Gleb,https://www.kaggle.com/bakeryproducts,3,3,0,40524,Australia,Tasmania,Nowhere Else,Deep Learning Engineer,UNKOWN
90,grandmaster,Iafoss,https://www.kaggle.com/iafoss,6,12,4,40227,United States,Maryland,Gaithersburg,Research Scientist,IAI
91,grandmaster,YuryBolkonsky,https://www.kaggle.com/bolkonsky,8,22,10,40121,Russia,UNKOWN,Moscow,Data Science,Moscow State University
92,master,realsleim,https://www.kaggle.com/realsleim,3,2,3,40093,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
93,grandmaster,alijs,https://www.kaggle.com/alijs1,9,16,11,39872,Latvia,UNKOWN,Riga,Software Architect / Data Scientist,Gravity Team
94,master,datasaurus,https://www.kaggle.com/anjum48,4,10,0,39754,United Kingdom,England,London,UNKOWN,UNKOWN
95,master,UEMU,https://www.kaggle.com/asaliquid1011,1,8,2,39700,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
96,master,avsanjay,https://www.kaggle.com/avsanjay,4,6,2,39457,United States,Arizona,Chandler,engineer,int
97,master,sugghi,https://www.kaggle.com/sugghi,1,2,3,39301,Japan,Ibaraki,Ibaraki,solid state chemist,a material company
98,master,poteman,https://www.kaggle.com/poteman,7,15,10,39198,China,Beijing,Beijing,Scientiest,Didi
99,master,IsaiahP,https://www.kaggle.com/pressman1,2,1,0,38714,United States,Virginia,Charlottesville,Machine Learning Engineer,UNKOWN
100,master,Ph0921,https://www.kaggle.com/ph0921,2,1,0,38631,Germany,Bavaria,Munich,Data Scientist,Khumbu.ai
101,grandmaster,bird,https://www.kaggle.com/whitebird,6,9,1,38584,China,Zhejiang,Hangzhou,Engineer,10jqka
102,grandmaster,Zidmie,https://www.kaggle.com/zidmie,7,3,1,38552,France,Auvergne-Rhône-Alpes,Lyon,UNKOWN,UNKOWN
103,master,Mohammed Rizin V K,https://www.kaggle.com/morizin,3,5,1,38380,India,Kerala,Malappuram,Deep Learning Intern,NVIDIA
104,master,kambehmw,https://www.kaggle.com/kanbehmw,1,9,3,38259,Japan,Kanagawa,Yokohama,ML Engineer,ExaWizards
105,master,XIUQI,https://www.kaggle.com/xiuqi0,2,2,0,38246,China,Sichuan,Chengdu,UNKOWN,UNKOWN
106,master,ilovekaggletoo,https://www.kaggle.com/ilovekaggletoo,1,6,2,38232,South Korea,Seoul,Seoul,UNKOWN,UNKOWN
107,master,Prashant Kikani,https://www.kaggle.com/prashantkikani,1,2,16,38201,India,Karnataka,Bengaluru,Machine Learning,Embibe
108,grandmaster,NguyenThanhNhan,https://www.kaggle.com/andy2709,7,15,2,38113,Vietnam,Ho Chi Minh City,Ho Chi Minh City,Data Scientist,Sprout.ai
109,master,Hongwei Zhang,https://www.kaggle.com/hongweizhang,3,2,1,37596,Japan,Tokyo,Tokyo,Senior Machine Learning Engineer,LINE corp.
110,expert,Marek Nurzynski,https://www.kaggle.com/marek3000,0,5,21,37585,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
111,master,Antonio Marin,https://www.kaggle.com/amezet,1,8,13,37530,Spain,Andalusia,Seville,CEO,DSC Energy Analytics
112,expert,Manoj Prabhakar,https://www.kaggle.com/manojprabhaakr,0,4,19,37400,India,Karnataka,Bengaluru,Data Scientist,Philips
113,master,Ynot,https://www.kaggle.com/songwonho,7,9,2,37162,South Korea,Gyeonggi-do,Suwon-si,AI Research Engineer,UPSTAGE AI
114,grandmaster,Yauhen Babakhin,https://www.kaggle.com/ybabakhin,10,4,6,37111,Czechia,Prague,Prague,Senior Data Scientist,H2O.ai
115,master,LeonShangguan,https://www.kaggle.com/leonshangguan,2,6,5,37046,United States,New York,New York,UNKOWN,UNKOWN
116,master,Udbhav Bamba,https://www.kaggle.com/ubamba98,3,5,2,36996,India,Jharkhand,Dhanbad,UNKOWN,UNKOWN
117,master,cmanning,https://www.kaggle.com/cmanning,1,7,5,36860,United States,Virginia,McLean,Retired,UNKOWN
118,grandmaster,Vicens Gaitan,https://www.kaggle.com/vicensgaitan,5,23,14,36841,Spain,Catalonia,Barcelona,Chief Data Scientist,Grupo AIA
119,master,Andrij,https://www.kaggle.com/aikhmelnytskyy,1,2,13,36795,Ukraine,Lviv Oblast,Lviv,Appraiser,Termin
120,master,Nathaniel Maddux,https://www.kaggle.com/nathanrm,2,1,0,36250,United States,Colorado,Boulder,Physicist and Data Scientist,Maddux Institute for Advanced Daydreaming
121,grandmaster,Abhishek Thakur,https://www.kaggle.com/abhishek,20,39,23,36057,Norway,Rogaland,Stavanger,AutoTrain,Hugging Face
122,master,Gilles Vandewiele,https://www.kaggle.com/group16,5,3,2,35953,Belgium,Flanders,Ghent,Postdoc,Ghent University
123,grandmaster,Ouranos,https://www.kaggle.com/ouranos,6,26,13,35825,Greece,UNKOWN,Athens,Data Scientist,Nodalpoint Systems
124,master,zzy,https://www.kaggle.com/zzy990106,3,6,4,35766,China,Beijing,Beijing,Master student,Peking University
125,expert,Harijs Ceriņš,https://www.kaggle.com/harijscerins,0,5,17,35641,Latvia,UNKOWN,Līvāni,R&D Engineer,Lightguide
126,master,🐢 Jun Koda,https://www.kaggle.com/junkoda,3,3,2,35504,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
127,grandmaster,kenji,https://www.kaggle.com/knjcode,5,6,0,35501,Japan,Fukuoka,Fukuoka,Engineer,UNKOWN
128,master,hirune924,https://www.kaggle.com/hirune924,4,7,2,35444,Japan,Kanagawa,Yokohama,Researcher,NSSOL
129,master,See--,https://www.kaggle.com/seesee,3,16,8,35290,Germany,Berlin,Berlin,UNKOWN,UNKOWN
130,grandmaster,toxu,https://www.kaggle.com/tonyxu,7,3,1,35012,China,Jiangsu,Nanjing, Algorithm Engineer,SHEIN
131,master,Costas Voglis,https://www.kaggle.com/voglinio,5,25,10,34959,Greece,UNKOWN,Athens,Data Scientist,Nodalpoint Systems
132,grandmaster,Darragh,https://www.kaggle.com/darraghdog,15,11,2,34736,Ireland,County Dublin,Dublin,AI Researcher,DoubleYard
133,grandmaster,Dmytro Poplavskiy,https://www.kaggle.com/dmytropoplavskiy,11,1,0,34559,Australia,Queensland,Brisbane,Software Engineer,Topcon Positioning Systems
134,expert,*.*,https://www.kaggle.com/piupiupiu,2,0,1,34471,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
135,master,Alvor,https://www.kaggle.com/allvor,4,17,4,34454,Poland,Masovian Voivodeship,Warsaw,Data Scientist, 
136,master,Sergio Manuel Papadakis,https://www.kaggle.com/socom20,4,0,1,34022,Argentina,Río Negro,San Carlos de Bariloche,IA and Nuclear Engineer,UNKOWN
137,master,Ilia Larchenko,https://www.kaggle.com/ilialar,1,15,9,33768,Thailand,Bangkok,Bangkok,Data Science Manager,Agoda
138,master,Camaro,https://www.kaggle.com/bamps53,3,11,1,33549,Japan,Osaka,Osaka,ML Engineer,manufacturing company
139,master,Givan,https://www.kaggle.com/marbury,2,7,3,33484,China,Guangdong Province,Guangzhou,Student,Sun Yat-sen University
140,master,YumeNeko,https://www.kaggle.com/kashiwaba,1,2,0,33186,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
141,grandmaster,lyakaap,https://www.kaggle.com/lyakaap,8,4,4,32954,Japan,Tokyo,Tokyo,Data Scientist,DeNA
142,grandmaster,vecxoz,https://www.kaggle.com/vecxoz,5,15,8,32921,Ukraine,Dnipropetrovsk Oblast,Dnipro,Deep Learning Engineer,VecxozLab
143,grandmaster,R Guo,https://www.kaggle.com/rguo97,5,7,1,32904,United States,Michigan,Ann Arbor,Student,Umich
144,master,steubk,https://www.kaggle.com/steubk,2,12,11,32870,Italy,Lazio,Rome,data analyst,softlab
145,master,kkiller,https://www.kaggle.com/kneroma,2,8,8,32867,France,Île-de-France,Paris,Data Scientist,UNKOWN
146,expert,Bo Peng,https://www.kaggle.com/bopengiowa,0,7,12,32772,United States,Iowa,Ames,UNKOWN,UNKOWN
147,master,Paulo Pinto,https://www.kaggle.com/paulorzp,1,12,17,32525,Brazil,State of Rio de Janeiro,Rio de Janeiro,System Analyst,Petrobras
148,expert,AkiraIshikawa,https://www.kaggle.com/akiraishikawa,0,6,7,32328,Japan,UNKOWN,UNKOWN,UNKOWN,UNKOWN
149,grandmaster,Khoi Nguyen,https://www.kaggle.com/suicaokhoailang,5,3,2,32172,Vietnam,Ho Chi Minh City,Ho Chi Minh City,Phụ Hồ,Zalo
150,master,Sergei Chudov,https://www.kaggle.com/sergeichudov,3,3,1,32147,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
151,master,Sergey Bryansky,https://www.kaggle.com/sggpls,5,11,7,32138,Russia,UNKOWN,Moscow,Data 💪Wrestler,void*
152,master,,https://www.kaggle.com/hengck23,5,15,6,31960,Singapore,UNKOWN,UNKOWN,Z by HP & NVIDIA Data Science Global Ambassador,UNKOWN
153,expert,Kishore M,https://www.kaggle.com/reachkishore,0,4,16,31853,India,Karnataka,Bengaluru,UNKOWN,UNKOWN
154,expert,Dmitry Kozlov,https://www.kaggle.com/dkozlov,0,7,10,31737,Russia,UNKOWN,Moscow,UNKOWN,UNKOWN
155,master,CroDoc,https://www.kaggle.com/crodoc,2,5,0,31728,Croatia,UNKOWN,Zagreb,Research Assistant,"Faculty of Electrical Engineering and Computing, University of Zagreb"
156,master,Ethan,https://www.kaggle.com/chenxin1991,4,5,3,31562,China,Guangdong Province,Guangzhou,Data mining,Netease
157,grandmaster,Inoichan,https://www.kaggle.com/inoueu1,5,4,8,31497,Japan,Chiba,Kashiwa,Engineer,TURING Inc.
158,expert,kaggler,https://www.kaggle.com/deepkim,0,10,4,31389,South Korea,Gyeonggi-do,Gwacheon-si,Kaggler,None
159,grandmaster,0ct0pus,https://www.kaggle.com/qiaoshiji,7,10,10,31352,China,Beijing,Beijing,LOOK,YOU
160,grandmaster,Eduardo Rocha de Andrade,https://www.kaggle.com/arc144,5,15,0,31126,Brazil,State of São Paulo,Campinas,Senior Data Scientist,Sprout.ai
161,expert,Kamal Das,https://www.kaggle.com/kmldas,0,2,4,31114,India,Karnataka,Bengaluru,Learning,Everywhere
162,master,Jiayang Gao,https://www.kaggle.com/nullrecurrent,3,4,1,31100,China,Zhejiang,Hangzhou,Gryffindor,Hogwarts
163,expert,Wei Hao Khoong,https://www.kaggle.com/khoongweihao,0,7,10,31096,Singapore,UNKOWN,Singapore,Data Scientist,NTT Ltd.
164,master,Mr_KnowNothing,https://www.kaggle.com/tanulsingh077,3,13,3,31049,United States,California,California City,Applied AI Research Engineer,LevelAI
165,master,Jie Wu,https://www.kaggle.com/lftuwujie,3,21,8,30866,United Kingdom,England,London,Data Science Director,CODE
166,grandmaster,shimacos,https://www.kaggle.com/shimacos,6,4,4,30764,Japan,Tokyo,Shibuya City,Data Scientist,DeNA
167,grandmaster,mlandry,https://www.kaggle.com/mlandry,8,30,19,30727,United States,Texas,Austin,Data Scientist,H2O.ai
168,master,dlrgy22,https://www.kaggle.com/jungikhyo,2,4,2,30539,South Korea,Gyeonggi-do,Yongin-si,AI Global Residency,UPSTAGE AI
169,expert,FGPC,https://www.kaggle.com/projdev,0,8,13,30431,Christmas Island,UNKOWN,UNKOWN,kaggler,kaggle
170,master,makogarei,https://www.kaggle.com/snakayama,1,8,9,30205,Japan,Tokyo,Tokyo,Data Scientist ,Tokyo
171,expert,fff,https://www.kaggle.com/abbccaabb,0,6,10,30079,Japan,Hyogo,Kobe,a,a
172,master,jionie,https://www.kaggle.com/jionie,2,7,5,30033,China,Guangdong Province,Shenzhen,Quant Researcher,...
173,expert,kojimar,https://www.kaggle.com/kojimar,0,5,8,29964,Japan,Tokyo,Tokyo,Occupation,Organization
174,master,Mark Peng,https://www.kaggle.com/markpeng,3,13,10,29907,Taiwan,UNKOWN,UNKOWN,Data Scientist,UNKOWN
175,master,hyd,https://www.kaggle.com/hydantess,2,2,0,29831,China,Zhejiang,Hangzhou,UNKOWN,UNKOWN
176,grandmaster,KF,https://www.kaggle.com/kfujikawa,6,2,0,29578,Japan,Tokyo,Tokyo,Machine Learning Engineer,DeNA
177,master,A.Sato,https://www.kaggle.com/tommy1028,3,2,0,29453,Japan,Tokyo,Tokyo,Data Scientist,Parking lot 
178,master,yu4u,https://www.kaggle.com/ren4yu,4,10,2,29403,Japan,Tokyo,Tokyo,Research Engineer,Mobility Technologies
179,grandmaster,Russ Wolfinger,https://www.kaggle.com/sasrdw,14,7,1,29280,United States,North Carolina,UNKOWN,UNKOWN,UNKOWN
180,master,DIKW,https://www.kaggle.com/bestpredict,4,12,2,29082,China,UNKOWN,Beijing,Research Engineer ,****
181,master,RabotniKuma,https://www.kaggle.com/analokamus,3,3,2,28977,Japan,Tokyo,Tokyo,BEARtificial Intelligence,Aillis Inc.
182,grandmaster,Paweł Jankiewicz,https://www.kaggle.com/paweljankiewicz,10,2,3,28666,Poland,Masovian Voivodeship,Warsaw,Data Scientist,LogicAI
183,master,Amed,https://www.kaggle.com/amedprof,3,6,6,28611,France,Île-de-France,Paris,Data Science Ambassador,Z by HP
184,expert,Eule,https://www.kaggle.com/eulenator,1,0,1,28610,Germany,Baden-Württemberg,Ulm,Software-Engineer,UNKOWN
185,expert,Naruhiko Nakanishi,https://www.kaggle.com/grapestone5321,0,0,9,28527,Japan,Hiroshima,Hiroshima,Student,Udacity
186,master,kyazuki,https://www.kaggle.com/kyazuki,3,4,2,28465,Japan,Tokyo,Tokyo,Data Scientist,DeNA
187,expert,Shuntaro Tanaka,https://www.kaggle.com/shuntarotanaka,0,8,5,28449,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
188,master,Saber,https://www.kaggle.com/yzheng21,2,3,2,28321,China,Shanghai,Shanghai,Data Scientist,UNKOWN
189,master,Sirius,https://www.kaggle.com/trushk,1,9,3,28303,United States,California,Santa Clara,Data Scientist,H2O.ai
190,master,teyosan1229,https://www.kaggle.com/teyosan1229,1,2,3,28169,Japan,Aichi,Nagoya,engineer,General companies
191,master,digimagi,https://www.kaggle.com/digimagi,1,2,6,28075,Japan,Kanagawa,Chigasaki,Data Scientist,Life Insurance Company
192,master,Luca Massaron,https://www.kaggle.com/lucamassaron,4,38,45,28049,Italy,Veneto,Verona,Data Science & Modelling Senior Expert,illimity Bank
193,expert,BIZEN,https://www.kaggle.com/hiro5299834,0,4,5,28034,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
194,master,عثمان,https://www.kaggle.com/authman,1,13,8,27960,United States,Texas,Irving,ML Underperformer,Meta | Healthtech
195,expert,Vijay,https://www.kaggle.com/watzisname,0,7,6,27957,India,Karnataka,Bengaluru,UNKOWN,Bangalore
196,grandmaster,Silogram,https://www.kaggle.com/psilogram,17,32,12,27690,Switzerland,Zurich,Zürich,Freelance data scientist,Self-employed
197,grandmaster,Weimin Wang,https://www.kaggle.com/weimin,12,10,4,27667,United States,Massachusetts,Boston,UNKOWN,UNKOWN
198,expert,yuricat,https://www.kaggle.com/yuricat,2,0,0,27654,Japan,Oita,Oita,Professional AI Athlete,quantum
199,master,yokuyama,https://www.kaggle.com/yokuyama,1,3,2,27539,Japan,Kanagawa,Yokohama,UNKOWN,UNKOWN
200,master,Mickey,https://www.kaggle.com/symyksr,3,24,12,27423,Japan,UNKOWN,UNKOWN,UNKOWN,UNKOWN
201,master,Ducky,https://www.kaggle.com/illgamhoduck,2,3,1,27296,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
202,expert,yukiya,https://www.kaggle.com/nyleve,0,11,16,27245,Singapore,UNKOWN,Singapore,Research Engineer,Merry
