rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization
32,master,Eduardo Peynetti,https://www.kaggle.com/eduardopeynetti,2,3,0,64457,France,Île-de-France,Paris,Quantitative Researcher,.
33,grandmaster,YoonSoo,https://www.kaggle.com/harangdev,6,6,0,64215,South Korea,Seoul,Seoul,Student,Seoul National University
34,grandmaster,charmq,https://www.kaggle.com/charmq,7,4,3,64129,Japan,Tokyo,Tokyo,Engineer,Preferred Networks
35,grandmaster,KS,https://www.kaggle.com/ks2019,5,17,4,63896,India,Maharashtra,Mumbai,Machine Learning Engineer,Jio Saavn
36,master,Tom,https://www.kaggle.com/tikutiku,4,13,1,61754,Japan,Nagano,Ueda,Engineer,HIOKI E.E.Corporation
37,grandmaster,Bojan Tunguz,https://www.kaggle.com/tunguz,9,17,28,61088,United States,Indiana,Greencastle,Data Scientist,Nvidia
38,grandmaster,currypurin,https://www.kaggle.com/currypurin,5,7,6,60733,Japan,Tokyo,Tokyo,kaggler,data-refinement
39,grandmaster,senkin13,https://www.kaggle.com/senkin13,8,6,4,59501,Japan,Tokyo,Tokyo,Data Scientist,DataRobot Japan
40,master,zzy,https://www.kaggle.com/zzy990106,4,6,4,58173,China,Beijing,Beijing,Master student,Peking University
41,master,Shujun,https://www.kaggle.com/shujun717,4,6,3,57474,United States,Texas,College Station,PhD student,Texas A&M University
42,master,Ryuichi,https://www.kaggle.com/ryuichigt,2,8,5,56081,Japan,Tokyo,Tokyo,Musician,DentsuDigital
43,master,Darek Kłeczek,https://www.kaggle.com/thedrcat,3,2,0,55795,Poland,Masovian Voivodeship,Warsaw,"ML Engineer, Growth",Weights & Biases
44,master,Prateek,https://www.kaggle.com/prateekagnihotri,4,17,3,55015,India,Delhi,New Delhi,Senior Data Scientist,Clairvoyant (EXL)
45,grandmaster,Theo Viel,https://www.kaggle.com/theoviel,9,13,3,54682,France,Île-de-France,Paris,Research Scientist,DAMAE Medical
46,grandmaster,ONODERA,https://www.kaggle.com/onodera,11,14,5,54440,Japan,Tokyo,Shibuya City,Senior Deep Learning Data Scientist,NVIDIA
47,grandmaster,tito,https://www.kaggle.com/its7171,11,14,0,53948,Japan,Tokyo,Tokyo,Search Engineer,Universal Knowledge Inc.
48,expert,Amir Ghazi,https://www.kaggle.com/amirghazi,1,0,1,52481,Iran,Hamadan Province,Hamedan,No one,No where
49,master,Ivan Panshin,https://www.kaggle.com/ivanpan,4,7,6,51859,Georgia,Adjara,Batumi,Senior Computer Vision Engineer,Checklens
50,grandmaster,Takoi,https://www.kaggle.com/takoihiraokazu,8,7,2,51719,Japan,Fukuoka,Fukuoka,Data Scientist,Rist
51,grandmaster,Gary,https://www.kaggle.com/garybios,12,11,0,51449,China,Guangdong Province,Shenzhen,overfitting,Kaggle
52,grandmaster,tkm2261,https://www.kaggle.com/tkm2261,6,6,4,51266,Japan,UNKOWN,UNKOWN,CS PhD student,UCIrvine
53,grandmaster,keetar,https://www.kaggle.com/keetar,5,1,0,51053,South Korea,Seoul,Seoul,ML Engineer,Samsung Electronics
54,grandmaster,30CrMnSiA,https://www.kaggle.com/h4211819,8,8,2,51021,China,Beijing,Beijing,DDRK,Beijing
55,master,KhanhVD,https://www.kaggle.com/duykhanh99,2,25,8,50893,Vietnam,Hanoi,Hanoi,AI Engineer,_
56,expert,thatdataanalyst,https://www.kaggle.com/koki25ando,1,0,1,50743,Japan,Tokyo,Tokyo,Data Analyst,Marketing Research Company
57,grandmaster,tereka,https://www.kaggle.com/tereka,8,22,4,50376,Japan,Kanagawa,Yokohama,Senior Data Scientist,Acroquest Technology Co. Ltd.
58,grandmaster,Isamu,https://www.kaggle.com/yamsam,8,6,3,50216,Japan,Kanagawa,Yokohama,Data Scientist,Canon Inc.
59,grandmaster,outrunner,https://www.kaggle.com/outrunner,7,15,4,48835,Taiwan,UNKOWN,Taipei,Data Scientist,YUAN
60,grandmaster,Chun Ming Lee,https://www.kaggle.com/leecming,5,3,0,48223,Singapore,UNKOWN,UNKOWN,Data Science,H2O.ai
61,master,Nanashi,https://www.kaggle.com/jesucristo,1,23,13,47637,Germany,Bavaria,Munich,Alchemist,H2O.ai
62,master,James Trotman,https://www.kaggle.com/jtrotman,4,33,13,47207,United Kingdom,England,UNKOWN,UNKOWN,UNKOWN
63,master,ForcewithMe,https://www.kaggle.com/forcewithme,2,8,1,47137,China,Guangdong Province,Guangzhou,Student,kaggle
64,grandmaster,Tom Van de Wiele,https://www.kaggle.com/tvdwiele,7,1,0,46387,Norway,Innlandet,Gran,Senior Quantitative Researcher,G-Research
65,grandmaster,Ian Pan,https://www.kaggle.com/vaillant,7,7,0,45979,United States,Massachusetts,Boston,Radiology Resident,Brigham & Women's Hospital
66,master,Volodymyr,https://www.kaggle.com/vladimirsydor,3,8,4,45784,Ukraine,UNKOWN,Kyiv,Deep Learning engineer,Respeecher
67,expert,andrekos,https://www.kaggle.com/andrekos,0,8,34,45451,Singapore,UNKOWN,UNKOWN,Lead Data Scientist,H2i
68,grandmaster,Light,https://www.kaggle.com/berserker408,7,14,5,45114,China,Beijing,Beijing,Quant,Quant
69,grandmaster,DIKW,https://www.kaggle.com/bestpredict,5,12,2,44728,China,UNKOWN,Beijing,Research Engineer ,****
70,master,Firas Baba,https://www.kaggle.com/rinnqd,2,9,1,44114,Norway,Rogaland,Stavanger,Machine Learning Engineer,UNKOWN
71,master,hyd,https://www.kaggle.com/hydantess,3,2,0,43117,China,Zhejiang,Hangzhou,UNKOWN,UNKOWN
72,grandmaster,nagiss,https://www.kaggle.com/nagiss,5,5,0,42809,Japan,Tokyo,Tokyo,Data Scientist,DeNA
73,master,Mohsin hasan,https://www.kaggle.com/tezdhar,4,16,9,40968,India,Karnataka,Bengaluru,Data Scientist,OKCredit
74,grandmaster,Y.Nakama,https://www.kaggle.com/yasufuminakama,9,10,5,40621,Japan,Tokyo,Tokyo,Data Scientist,XXX
75,master,YujiAriyasu,https://www.kaggle.com/yujiariyasu,4,3,1,40476,Japan,Tokyo,Tokyo,Data Scientist,Aillis Inc.
76,master,Tifo,https://www.kaggle.com/fankaixie,2,1,2,40450,China,Beijing,Beijing,Phd Student,UNKOWN
77,master,Random_prediction,https://www.kaggle.com/rytisva88,4,12,1,40283,United States,District of Columbia,Washington,NA,NA
78,grandmaster,Shiro,https://www.kaggle.com/ludovick,5,7,4,40216,France,Île-de-France,Paris,AI Engineer,UNKOWN
79,master,Patrick Yam,https://www.kaggle.com/wimwim,3,10,2,39923,Hong Kong,UNKOWN,Hong Kong,UNKOWN,UNKOWN
80,grandmaster,beluga,https://www.kaggle.com/gaborfodor,14,13,12,39795,Hungary,UNKOWN,Budapest,Data Scientist,H2O.ai
81,grandmaster,Young for you,https://www.kaggle.com/mahluo,5,13,7,39698,China,Sichuan,Chengdu,Math,SCU
82,master,See--,https://www.kaggle.com/seesee,3,17,8,39631,Germany,Berlin,Berlin,UNKOWN,UNKOWN
83,master,Ulrich G.,https://www.kaggle.com/ulrich07,1,7,15,39576,France,Île-de-France,Palaiseau,Student,ENS-CACHAN & ENSAE Paris-Tech
84,master,Saber,https://www.kaggle.com/yzheng21,3,3,2,39233,China,Shanghai,Shanghai,Data Scientist,UNKOWN
85,grandmaster,Rob Mulla,https://www.kaggle.com/robikscube,5,13,12,38924,United States,District of Columbia,Washington,Tom,o
86,master,Kha Vo,https://www.kaggle.com/khahuras,8,10,0,38828,Australia,New South Wales,Sydney,UNKOWN,UNKOWN
87,grandmaster,Mike Kim,https://www.kaggle.com/mikeskim,7,40,32,38751,United States,California,San Francisco,Data Scientist,Stealth
88,grandmaster,ZFTurbo,https://www.kaggle.com/zfturbo,24,25,10,38576,Russia,UNKOWN,Moscow,UNKOWN,IPPM RAS
89,expert,Ray Melius,https://www.kaggle.com/xabonum,0,7,12,38559,Belgium,Brussels,Brussels,Programmer,IT company
90,expert,Nat Bel ML Fun,https://www.kaggle.com/natbel4ml,0,12,21,38151,UNKOWN,UNKOWN,UNKOWN,San Francisco Bay Area,UNKOWN
91,master,ishikei,https://www.kaggle.com/amanatsu,3,5,4,37998,Japan,Ibaraki,Tsukuba,ML Engineer,Rist Inc.
92,master,kibuna,https://www.kaggle.com/kibuna,4,1,1,37837,Japan,Tokyo,Tokyo,Quant,UNKOWN
93,master,fantastic_hirarin,https://www.kaggle.com/hiraiitsuki,3,5,1,37777,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
94,master,poteman,https://www.kaggle.com/poteman,7,16,10,37764,China,Beijing,Beijing,Scientiest,Didi
95,master,LiamKirwin,https://www.kaggle.com/lpkirwin,2,2,1,37614,United Kingdom,England,London,Data Scientist,UNKOWN
96,grandmaster,sin,https://www.kaggle.com/underwearfitting,5,7,6,37297,United States,California,San Diego,Living life,NANOVERSE
97,master,Gleb,https://www.kaggle.com/bakeryproducts,3,3,0,37259,Australia,Tasmania,Nowhere Else,Deep Learning Engineer,UNKOWN
98,grandmaster,alijs,https://www.kaggle.com/alijs1,9,16,11,37168,Latvia,UNKOWN,Riga,Software Architect / Data Scientist,Gravity Team
99,master,realsleim,https://www.kaggle.com/realsleim,3,2,3,37152,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
100,grandmaster,Iafoss,https://www.kaggle.com/iafoss,6,12,4,36986,United States,Maryland,Gaithersburg,Research Scientist,IAI
101,grandmaster,YuryBolkonsky,https://www.kaggle.com/bolkonsky,8,22,10,36889,Russia,UNKOWN,Moscow,Data Science,Moscow State University
102,master,datasaurus,https://www.kaggle.com/anjum48,4,10,0,36551,United Kingdom,England,London,UNKOWN,UNKOWN
103,master,UEMU,https://www.kaggle.com/asaliquid1011,1,8,2,36501,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
104,master,kambehmw,https://www.kaggle.com/kanbehmw,1,9,4,36422,Japan,Kanagawa,Yokohama,ML Engineer,ExaWizards
105,master,avsanjay,https://www.kaggle.com/avsanjay,4,6,2,36278,United States,Arizona,Chandler,engineer,int
106,master,sugghi,https://www.kaggle.com/sugghi,1,2,3,36134,Japan,Ibaraki,Ibaraki,solid state chemist,a material company
107,master,Prashant Kikani,https://www.kaggle.com/prashantkikani,1,2,16,35706,India,Karnataka,Bengaluru,Machine Learning,Embibe
108,master,IsaiahP,https://www.kaggle.com/pressman1,2,1,0,35595,United States,Virginia,Charlottesville,Machine Learning Engineer,UNKOWN
109,master,Ph0921,https://www.kaggle.com/ph0921,2,1,0,35518,Germany,Bavaria,Munich,Data Scientist,Khumbu.ai
110,grandmaster,bird,https://www.kaggle.com/whitebird,6,9,1,35476,China,Zhejiang,Hangzhou,Engineer,10jqka
111,expert,Manoj Prabhakar,https://www.kaggle.com/manojprabhaakr,0,4,19,35462,India,Karnataka,Bengaluru,Data Scientist,Philips
112,grandmaster,Zidmie,https://www.kaggle.com/zidmie,7,3,1,35446,France,Auvergne-Rhône-Alpes,Lyon,UNKOWN,UNKOWN
113,master,Mohammed Rizin V K,https://www.kaggle.com/morizin,3,5,1,35288,India,Kerala,Malappuram,Deep Learning Intern,NVIDIA
114,master,XIUQI,https://www.kaggle.com/xiuqi0,2,2,0,35165,China,Sichuan,Chengdu,UNKOWN,UNKOWN
115,master,ilovekaggletoo,https://www.kaggle.com/ilovekaggletoo,1,6,2,35151,South Korea,Seoul,Seoul,UNKOWN,UNKOWN
116,expert,Marek Nurzynski,https://www.kaggle.com/marek3000,0,5,21,35076,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
117,grandmaster,NguyenThanhNhan,https://www.kaggle.com/andy2709,7,15,2,35042,Vietnam,Ho Chi Minh City,Ho Chi Minh City,Data Scientist,Sprout.ai
118,master,Hongwei Zhang,https://www.kaggle.com/hongweizhang,3,2,1,34567,Japan,Tokyo,Tokyo,Senior Machine Learning Engineer,LINE corp.
119,master,Antonio Marin,https://www.kaggle.com/amezet,1,8,13,34506,Spain,Andalusia,Seville,CEO,DSC Energy Analytics
120,grandmaster,Vicens Gaitan,https://www.kaggle.com/vicensgaitan,5,23,14,34364,Spain,Catalonia,Barcelona,Chief Data Scientist,Grupo AIA
121,master,Andrij,https://www.kaggle.com/aikhmelnytskyy,1,2,13,34310,Ukraine,Lviv Oblast,Lviv,Appraiser,Termin
122,master,Ynot,https://www.kaggle.com/songwonho,7,9,2,34167,South Korea,Gyeonggi-do,Suwon-si,AI Research Engineer,UPSTAGE AI
123,grandmaster,Yauhen Babakhin,https://www.kaggle.com/ybabakhin,10,4,6,34121,Czechia,Prague,Prague,Senior Data Scientist,H2O.ai
124,master,LeonShangguan,https://www.kaggle.com/leonshangguan,2,6,5,34061,United States,New York,New York,UNKOWN,UNKOWN
125,master,Udbhav Bamba,https://www.kaggle.com/ubamba98,3,5,2,34016,India,Jharkhand,Dhanbad,UNKOWN,UNKOWN
126,master,cmanning,https://www.kaggle.com/cmanning,1,7,5,33891,United States,Virginia,McLean,Retired,UNKOWN
127,grandmaster,Abhishek Thakur,https://www.kaggle.com/abhishek,20,39,23,33482,Norway,Rogaland,Stavanger,AutoTrain,Hugging Face
128,expert,Harijs Ceriņš,https://www.kaggle.com/harijscerins,0,5,17,33339,Latvia,UNKOWN,Līvāni,R&D Engineer,Lightguide
129,master,Nathaniel Maddux,https://www.kaggle.com/nathanrm,2,1,0,33329,United States,Colorado,Boulder,Physicist and Data Scientist,Maddux Institute for Advanced Daydreaming
130,master,Gilles Vandewiele,https://www.kaggle.com/group16,5,3,2,33056,Belgium,Flanders,Ghent,Postdoc,Ghent University
131,grandmaster,Ouranos,https://www.kaggle.com/ouranos,6,26,13,32939,Greece,UNKOWN,Athens,Data Scientist,Nodalpoint Systems
132,master,🐢 Jun Koda,https://www.kaggle.com/junkoda,3,3,2,32644,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
133,grandmaster,kenji,https://www.kaggle.com/knjcode,5,6,0,32641,Japan,Fukuoka,Fukuoka,Engineer,UNKOWN
134,master,hirune924,https://www.kaggle.com/hirune924,4,7,2,32589,Japan,Kanagawa,Yokohama,Researcher,NSSOL
135,grandmaster,toxu,https://www.kaggle.com/tonyxu,7,3,1,32191,China,Jiangsu,Nanjing, Algorithm Engineer,SHEIN
136,master,Costas Voglis,https://www.kaggle.com/voglinio,5,25,10,32142,Greece,UNKOWN,Athens,Data Scientist,Nodalpoint Systems
137,master,kkiller,https://www.kaggle.com/kneroma,2,9,8,31942,France,Île-de-France,Paris,Data Scientist,UNKOWN
138,grandmaster,Darragh,https://www.kaggle.com/darraghdog,15,11,2,31938,Ireland,County Dublin,Dublin,AI Researcher,DoubleYard
139,master,CroDoc,https://www.kaggle.com/crodoc,2,6,0,31830,Croatia,UNKOWN,Zagreb,Computer Scientist & Medical Doctor,UNKOWN
140,grandmaster,Dmytro Poplavskiy,https://www.kaggle.com/dmytropoplavskiy,11,1,0,31775,Australia,Queensland,Brisbane,Software Engineer,Topcon Positioning Systems
141,expert,*.*,https://www.kaggle.com/piupiupiu,2,0,1,31694,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
142,master,Alvor,https://www.kaggle.com/allvor,4,17,4,31678,Poland,Masovian Voivodeship,Warsaw,Data Scientist, 
143,master,Sergio Manuel Papadakis,https://www.kaggle.com/socom20,4,0,1,31281,Argentina,Río Negro,San Carlos de Bariloche,IA and Nuclear Engineer,UNKOWN
144,master,Ilia Larchenko,https://www.kaggle.com/ilialar,1,15,9,31047,Thailand,Bangkok,Bangkok,Data Science Manager,Agoda
145,master,Camaro,https://www.kaggle.com/bamps53,3,11,1,30846,Japan,Osaka,Osaka,ML Engineer,manufacturing company
146,grandmaster,vecxoz,https://www.kaggle.com/vecxoz,5,15,8,30824,Ukraine,Dnipropetrovsk Oblast,Dnipro,Deep Learning Engineer,VecxozLab
147,master,Sirius,https://www.kaggle.com/trushk,2,9,3,30806,United States,California,Santa Clara,Senior Data Scientist,H2O.ai
148,master,Givan,https://www.kaggle.com/marbury,2,7,3,30786,China,Guangdong Province,Guangzhou,Student,Sun Yat-sen University
149,expert,Bo Peng,https://www.kaggle.com/bopengiowa,0,7,12,30725,United States,Iowa,Ames,UNKOWN,UNKOWN
150,master,Sergei Chudov,https://www.kaggle.com/sergeichudov,3,3,1,30659,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
151,master,Paulo Pinto,https://www.kaggle.com/paulorzp,1,12,17,30534,Brazil,State of Rio de Janeiro,Rio de Janeiro,System Analyst,Petrobras
152,master,YumeNeko,https://www.kaggle.com/kashiwaba,1,2,0,30512,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
153,master,,https://www.kaggle.com/hengck23,5,15,6,30320,Singapore,UNKOWN,UNKOWN,Z by HP & NVIDIA Data Science Global Ambassador,UNKOWN
154,expert,AkiraIshikawa,https://www.kaggle.com/akiraishikawa,0,6,7,30304,Japan,UNKOWN,UNKOWN,UNKOWN,UNKOWN
155,grandmaster,lyakaap,https://www.kaggle.com/lyakaap,8,4,4,30299,Japan,Tokyo,Tokyo,Data Scientist,DeNA
156,grandmaster,R Guo,https://www.kaggle.com/rguo97,5,7,1,30253,United States,Michigan,Ann Arbor,Student,Umich
157,master,steubk,https://www.kaggle.com/steubk,2,12,11,30222,Italy,Lazio,Rome,data analyst,softlab
158,master,Ria~,https://www.kaggle.com/emiria,1,3,0,30090,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
159,grandmaster,Khoi Nguyen,https://www.kaggle.com/suicaokhoailang,5,3,2,29888,Vietnam,Ho Chi Minh City,Ho Chi Minh City,Phụ Hồ,Zalo
160,master,Mr_KnowNothing,https://www.kaggle.com/tanulsingh077,3,13,4,29848,United States,California,California City,Applied AI Research Engineer,LevelAI
161,expert,Dmitry Kozlov,https://www.kaggle.com/dkozlov,0,7,10,29577,Russia,UNKOWN,Moscow,UNKOWN,UNKOWN
162,master,Sergey Bryansky,https://www.kaggle.com/sggpls,5,11,7,29548,Russia,UNKOWN,Moscow,Data 💪Wrestler,void*
163,expert,Wei Hao Khoong,https://www.kaggle.com/khoongweihao,0,7,10,29409,Singapore,UNKOWN,Singapore,Data Scientist,NTT Ltd.
164,expert,kojimar,https://www.kaggle.com/kojimar,0,5,9,29333,Japan,Tokyo,Tokyo,Occupation,Organization
165,expert,Kishore M,https://www.kaggle.com/reachkishore,0,4,16,29287,India,Karnataka,Bengaluru,UNKOWN,UNKOWN
166,expert,Kamal Das,https://www.kaggle.com/kmldas,0,2,4,29276,India,Karnataka,Bengaluru,Learning,Everywhere
167,master,xia,https://www.kaggle.com/xiamaozi11,3,3,0,29131,China,Anhui,Hefei,UNKOWN,UNKOWN
168,master,Ethan,https://www.kaggle.com/chenxin1991,4,5,3,29019,China,Guangdong Province,Guangzhou,Data mining,Netease
169,grandmaster,Inoichan,https://www.kaggle.com/inoueu1,5,4,8,28959,Japan,Chiba,Kashiwa,Engineer,TURING Inc.
170,expert,kaggler,https://www.kaggle.com/deepkim,0,10,4,28860,South Korea,Gyeonggi-do,Gwacheon-si,Kaggler,None
171,grandmaster,0ct0pus,https://www.kaggle.com/qiaoshiji,7,10,10,28826,China,Beijing,Beijing,LOOK,YOU
172,grandmaster,Eduardo Rocha de Andrade,https://www.kaggle.com/arc144,5,15,0,28618,Brazil,State of São Paulo,Campinas,Senior Data Scientist,Sprout.ai
173,master,Jiayang Gao,https://www.kaggle.com/nullrecurrent,3,4,1,28594,China,Zhejiang,Hangzhou,Gryffindor,Hogwarts
174,expert,c++,https://www.kaggle.com/abbccaabb,0,6,10,28439,Japan,Ibaraki,Sakuragawa,a,a
175,master,Jie Wu,https://www.kaggle.com/lftuwujie,3,21,8,28379,United Kingdom,England,London,Data Science Director,CODE
176,master,Yoshihiro Nishizono,https://www.kaggle.com/ynishizono,1,11,11,28378,Japan,Ibaraki,Tsukuba,Biologist,Astellas  Pharma
177,grandmaster,shimacos,https://www.kaggle.com/shimacos,6,4,4,28286,Japan,Tokyo,Shibuya City,Data Scientist,DeNA
178,grandmaster,mlandry,https://www.kaggle.com/mlandry,8,30,19,28251,United States,Texas,Austin,Data Scientist,H2O.ai
179,master,Leo Lu,https://www.kaggle.com/leolu1998,2,6,4,28218,China,Jiangsu,Suzhou,Student,China
180,master,dlrgy22,https://www.kaggle.com/jungikhyo,2,4,2,28079,South Korea,Gyeonggi-do,Yongin-si,AI Global Residency,UPSTAGE AI
181,expert,FGPC,https://www.kaggle.com/projdev,0,8,13,27979,Christmas Island,UNKOWN,UNKOWN,kaggler,kaggle
182,master,Q. S.,https://www.kaggle.com/jerryqisun,2,4,4,27966,Australia,Western Australia,Perth,UNKOWN,UNKOWN
183,master,Mark Peng,https://www.kaggle.com/markpeng,3,13,10,27816,Taiwan,UNKOWN,UNKOWN,Data Scientist,UNKOWN
184,master,makogarei,https://www.kaggle.com/snakayama,1,8,9,27772,Japan,Tokyo,Tokyo,Data Scientist ,Tokyo
185,master,jionie,https://www.kaggle.com/jionie,2,7,5,27614,China,Guangdong Province,Shenzhen,Quant Researcher,...
186,grandmaster,KF,https://www.kaggle.com/kfujikawa,6,2,0,27195,Japan,Tokyo,Tokyo,Machine Learning Engineer,DeNA
187,master,A.Sato,https://www.kaggle.com/tommy1028,3,2,0,27080,Japan,Tokyo,Tokyo,Data Scientist,Parking lot 
188,master,yu4u,https://www.kaggle.com/ren4yu,4,10,2,27034,Japan,Tokyo,Tokyo,Research Engineer,Mobility Technologies
189,expert,Shuntaro Tanaka,https://www.kaggle.com/shuntarotanaka,0,8,5,27029,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
190,grandmaster,Russ Wolfinger,https://www.kaggle.com/sasrdw,14,7,1,26921,United States,North Carolina,UNKOWN,UNKOWN,UNKOWN
191,expert,Naruhiko Nakanishi,https://www.kaggle.com/grapestone5321,0,0,9,26865,Japan,Hiroshima,Hiroshima,Student,Udacity
192,master,definitelynotB,https://www.kaggle.com/callmeb,1,2,4,26800,Italy,Lombardy,Milan,Dataclown,the beach
193,master,RabotniKuma,https://www.kaggle.com/analokamus,3,3,2,26643,Japan,Tokyo,Tokyo,BEARtificial Intelligence,Aillis Inc.
194,expert,BIZEN,https://www.kaggle.com/hiro5299834,0,4,5,26547,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
195,grandmaster,Paweł Jankiewicz,https://www.kaggle.com/paweljankiewicz,10,2,3,26356,Poland,Masovian Voivodeship,Warsaw,Data Scientist,LogicAI
196,master,Amed,https://www.kaggle.com/amedprof,3,6,6,26306,France,Île-de-France,Paris,Data Science Ambassador,Z by HP
197,expert,Eule,https://www.kaggle.com/eulenator,1,0,1,26305,Germany,Baden-Württemberg,Ulm,Software-Engineer,UNKOWN
198,master,kyazuki,https://www.kaggle.com/kyazuki,3,4,2,26171,Japan,Tokyo,Tokyo,Data Scientist,DeNA
199,master,digimagi,https://www.kaggle.com/digimagi,1,2,6,26135,Japan,Kanagawa,Chigasaki,Data Scientist,Life Insurance Company
200,master,teyosan1229,https://www.kaggle.com/teyosan1229,1,2,3,25899,Japan,Aichi,Nagoya,engineer,General companies
201,master,Luca Massaron,https://www.kaggle.com/lucamassaron,4,38,45,25789,Italy,Veneto,Verona,Data Science & Modelling Senior Expert,illimity Bank
202,expert,Abid Ali Awan,https://www.kaggle.com/kingabzpro,0,2,2,25743,Pakistan,Islamabad Capital Territory,Islamabad,Data Scientist | Writer,KDnuggets
