rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization
1,grandmaster,Chris Deotte,https://www.kaggle.com/cdeotte,67,16,3,4917,United States,California,San Diego,Data Scientist & Researcher,Nvidia
2,master,Marília Prata,https://www.kaggle.com/mpwolke,12,32,403,3372,Brazil,State of Rio de Janeiro,Rio de Janeiro,Doctor of Dental Surgery,Self employed
3,grandmaster,Abhishek Thakur,https://www.kaggle.com/abhishek,64,25,24,3318,Norway,Rogaland,Stavanger,AutoTrain,Hugging Face
4,grandmaster,Y.Nakama,https://www.kaggle.com/yasufuminakama,33,10,5,2434,Japan,Tokyo,Tokyo,Data Scientist,XXX
5,grandmaster,Awsaf,https://www.kaggle.com/awsaf49,27,5,13,2381,Bangladesh,Dhaka Division,Dhaka,EEE Undergrad,BUET
6,grandmaster,AmbrosM,https://www.kaggle.com/ambrosm,24,7,8,2326,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
7,grandmaster,Andrada Olteanu,https://www.kaggle.com/andradaolteanu,35,5,5,2122,Romania,Bucharest,Bucharest,Data Scientist,Endava
8,grandmaster,DanB,https://www.kaggle.com/dansbecker,43,11,27,2109,United States,Colorado,Golden,Founder,decision.ai
9,grandmaster,Jeremy Howard,https://www.kaggle.com/jhoward,22,5,1,1926,Australia,Queensland,Brisbane,Founder / Professor,fast.ai / Uni Qld
10,grandmaster,Rob Mulla,https://www.kaggle.com/robikscube,29,20,59,1862,United States,District of Columbia,Washington,Tom,o
11,grandmaster,Sanskar Hasija,https://www.kaggle.com/odins0n,24,14,2,1815,India,Maharashtra,Pune,Student,IIIT PUNE
12,grandmaster,Darien Schettler,https://www.kaggle.com/dschettler8845,15,19,46,1699,Canada,Ontario,London,Staff Machine Learning Architect,VMWare Inc.
13,grandmaster,dataista0 (Julián Peller),https://www.kaggle.com/julian3833,20,12,21,1684,Argentina,Buenos Aires,Buenos Aires,Data scientist,Toptal
14,grandmaster,DATAI,https://www.kaggle.com/kanncaa1,20,7,6,1644,Turkey,Istanbul,Istanbul,EE,   
15,grandmaster,Martin Kovacevic Buvinic,https://www.kaggle.com/ragnar123,24,19,12,1593,Chile,Santiago Metropolitan Region,Santiago,Data Scientist,UNKOWN
16,grandmaster,Remek Kinas,https://www.kaggle.com/remekkinas,18,17,4,1561,Poland,Masovian Voivodeship,Warsaw,AI independent consultant (Computer Vision),ai5 (own business)
17,grandmaster,Carl McBride Ellis,https://www.kaggle.com/carlmcbrideellis,18,27,60,1546,Spain,Community of Madrid,Madrid,Independent contractor,remote
18,grandmaster,Prashant Banerjee,https://www.kaggle.com/prashant111,33,10,0,1452,India,Haryana,Gurugram,Freelance Data Scientist,UNKOWN
19,grandmaster,Tensor Girl,https://www.kaggle.com/usharengaraju,21,0,0,1416,India,Karnataka,Bengaluru,Nobody,Nowhere
20,grandmaster,chumajin,https://www.kaggle.com/chumajin,19,5,7,1342,Japan,Tokyo,Tokyo,Engineer,Japanese Company
21,grandmaster,Subin An,https://www.kaggle.com/subinium,25,13,43,1321,South Korea,Seoul,Seoul,HCI Lab,Seoul National Univ.
22,grandmaster,Vitalii Mokin,https://www.kaggle.com/vbmokin,20,17,71,1274,Ukraine,Vinnytsia Oblast,Vinnytsia,Professor,Vinnytsia National Technical University
23,grandmaster,torch,https://www.kaggle.com/rhtsingh,15,3,17,1268,India,Uttar Pradesh,Noida,UNKOWN,UNKOWN
24,grandmaster,OH SEOK KIM,https://www.kaggle.com/ohseokkim,20,12,5,1241,South Korea,Gyeonggi-do,Hwaseong-si,Software Engineer,Samsung Electronics.
25,grandmaster,Debarshi Chanda,https://www.kaggle.com/debarshichanda,15,15,10,1234,India,Maharashtra,Navi Mumbai,Student,IIT Guwahati
26,grandmaster,Mr_KnowNothing,https://www.kaggle.com/tanulsingh077,17,5,5,1233,United States,California,California City,Applied AI Research Engineer,LevelAI
27,grandmaster,Andrew Lukyanenko,https://www.kaggle.com/artgor,43,24,24,1217,United Arab Emirates,Dubai,Dubai,Senior Data Scientist,Careem
28,master,Lucas Morin,https://www.kaggle.com/lucasmorin,13,17,27,1160,France,Île-de-France,Paris,ML Engineer - Corporate Credit Risk,UNKOWN
29,grandmaster,SRK,https://www.kaggle.com/sudalairajkumar,30,15,22,1149,India,Tamil Nadu,Chennai,Head of AI & ML,Growfin.ai
30,master,Gunes Evitan,https://www.kaggle.com/gunesevitan,11,11,12,1148,Turkey,Ankara,Ankara,Data Scientist,Orientis/Algomedicus
31,master,The Devastator,https://www.kaggle.com/thedevastator,11,8,6,1131,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
32,grandmaster,Yaroslav Isaienkov,https://www.kaggle.com/ihelon,18,3,14,1129,Ukraine,Vinnytsia Oblast,Vinnytsia,Data Scientist,Onseo
33,grandmaster,Gabriel Preda,https://www.kaggle.com/gpreda,32,29,68,1108,Romania,Bucharest,Bucharest,Data Scientist,Endava
34,expert,stpete_ishii,https://www.kaggle.com/stpeteishii,0,2,80,1101,Japan,Hyogo,Kobe,Engineer,TZ TECHNO
35,grandmaster,Bojan Tunguz,https://www.kaggle.com/tunguz,24,53,164,1097,United States,Indiana,Greencastle,Data Scientist,Nvidia
36,grandmaster,xhlulu,https://www.kaggle.com/xhlulu,31,16,38,1078,UNKOWN,UNKOWN,UNKOWN,Please help refugees,donate.unhcr.org
37,grandmaster,Ruchi Bhatia,https://www.kaggle.com/ruchi798,21,4,0,1064,India,Maharashtra,Mumbai,Leader of Data Science,OpenMined
38,master,Hasan Basri Akçay,https://www.kaggle.com/hasanbasriakcay,13,15,5,1058,Turkey,Antalya,Antalya,EEE,Akdeniz University
39,grandmaster,Vopani,https://www.kaggle.com/rohanrao,18,11,7,1056,India,Karnataka,Bengaluru,Data Scientist,H2O.ai
40,grandmaster,Ammar Alhaj Ali,https://www.kaggle.com/ammarnassanalhajali,15,11,23,1036,Kuwait,Hawalli Governorate,Hawally,AI Researcher,Kuwait
41,grandmaster,raddar,https://www.kaggle.com/raddar,16,12,9,1030,Lithuania,Vilnius County,Vilnius,Co-Founder & Data Scientist,oxipit.ai
42,grandmaster,Alexander Ryzhkov,https://www.kaggle.com/alexryzhkov,16,6,22,1011,Russia,UNKOWN,Moscow,Head of AutoML Team,AI Lab
43,grandmaster,Heads or Tails,https://www.kaggle.com/headsortails,23,0,0,1000,United States,Massachusetts,Boston,curious,heart
44,grandmaster,Leonie,https://www.kaggle.com/iamleonie,18,5,12,998,Germany,Hesse,Frankfurt,Technical Project Lead,Automotive Industry
45,grandmaster,Parul Pandey,https://www.kaggle.com/parulpandey,17,18,16,991,India,Telangana,Hyderabad,ML,Weights & Biases
46,grandmaster,Shivam Bansal,https://www.kaggle.com/shivamb,27,11,30,971,Singapore,UNKOWN,Singapore,Senior Data Scientist,H2O.ai
47,grandmaster,Devlikamov Vlad,https://www.kaggle.com/lordozvlad,16,0,0,966,Russia,Nizhny Novgorod Oblast,Nizhny Novgorod,Lab Assistant,UNN
48,grandmaster,Karnika Kapoor,https://www.kaggle.com/karnikakapoor,15,0,0,952,India,Delhi,Delhi,ML Enthusiast,Earth
49,master,Konrad Banachewicz,https://www.kaggle.com/konradb,12,18,33,942,Netherlands,North Holland,Haarlem,I interrogate data for a living,TNG Quant Consultancy
50,grandmaster,Theo Viel,https://www.kaggle.com/theoviel,15,15,10,942,France,Île-de-France,Paris,Research Scientist,DAMAE Medical
51,expert,Gaurav Dutta,https://www.kaggle.com/gauravduttakiit,0,4,86,941,India,Telangana,Hyderabad, Senior QA Tester,Accenture
52,grandmaster,tito,https://www.kaggle.com/its7171,17,5,7,925,Japan,Tokyo,Tokyo,Search Engineer,Universal Knowledge Inc.
53,grandmaster,Rachael Tatman,https://www.kaggle.com/rtatman,34,30,61,921,United States,Washington,Seattle,Data Scientist,Kaggle
54,grandmaster,Ahmet Erdem,https://www.kaggle.com/aerdem4,15,17,20,911,Turkey,İstanbul,İstanbul,NPC,a low-cost simulation
55,grandmaster,Mario Caesar,https://www.kaggle.com/caesarmario,15,3,0,863,Indonesia,Jakarta,Jakarta,Just Nobody on Kaggle,UNKOWN
56,master,ilovescience,https://www.kaggle.com/tanlikesmath,14,10,17,857,United States,California,Sacramento,PhD candidate,UC Davis
57,grandmaster,Aleksey Bilogur,https://www.kaggle.com/residentmario,19,14,49,855,United States,New York,New York,SWE,Reddit
58,grandmaster,Hidehisa Arai,https://www.kaggle.com/hidehisaarai1213,15,4,9,847,Japan,Tokyo,Tokyo,ML Engineer,Recruit Co. Ltd
59,master,Luca Massaron,https://www.kaggle.com/lucamassaron,9,11,26,840,Italy,Veneto,Verona,Data Science & Modelling Senior Expert,illimity Bank
60,master,ootake,https://www.kaggle.com/ootake,12,15,3,833,Japan,Osaka,Osaka,UNKOWN,UNKOWN
61,grandmaster,Andrey Shtrauss,https://www.kaggle.com/shtrausslearning,18,5,1,831,Russia,UNKOWN,Saint Petersburg,Aerodynamicist/Data Analyst,Company
