rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization
44,grandmaster,Karnika Kapoor,https://www.kaggle.com/karnikakapoor,15,0,0,1023,India,Delhi,Delhi,ML Enthusiast,Earth
45,master,Remek Kinas,https://www.kaggle.com/remekkinas,6,18,0,1011,Poland,Masovian Voivodeship,Warsaw,AI independent consultant,ai5 (own business)
46,grandmaster,Yirun Zhang,https://www.kaggle.com/gogo827jz,17,12,13,979,United Kingdom,England,London, PhD in Telecommunications,King's College London
47,master,Theo Viel,https://www.kaggle.com/theoviel,10,16,10,945,France,Île-de-France,Paris,Research Scientist,DAMAE Medical
48,master,Fares Sayah,https://www.kaggle.com/faressayah,11,17,17,934,Algeria,Sétif Province,Setif,_Freelance_Data_Scientist,_____
49,grandmaster,corochann,https://www.kaggle.com/corochann,16,5,10,933,Japan,Tokyo,Tokyo,Engineer,Preferred Networks
50,expert,Yassine Ghouzam,https://www.kaggle.com/yassineghouzam,3,1,2,931,France,Île-de-France,Paris,Looking for opportunities,Life Science machine learning
51,master,Debarshi Chanda,https://www.kaggle.com/debarshichanda,8,13,9,918,India,Maharashtra,Navi Mumbai,Student,IIT Guwahati
52,master,Slawek Biel,https://www.kaggle.com/slawekbiel,7,5,6,904,Poland,Lesser Poland Voivodeship,Kraków,Unemployed,Home
53,master,Ertuğrul Demir,https://www.kaggle.com/datafan07,14,3,5,899,Turkey,İstanbul,İstanbul,Human being,Earth
54,grandmaster,Shahules,https://www.kaggle.com/shahules,15,7,9,889,India,Kerala,Kochi,Data Scientist,XXXX
55,grandmaster,Iafoss,https://www.kaggle.com/iafoss,19,2,8,886,United States,Maryland,Gaithersburg,Research Scientist,IAI
56,master,Darek Kłeczek,https://www.kaggle.com/thedrcat,8,9,14,886,Poland,Masovian Voivodeship,Warsaw,Data Science,P&G
57,master,Lucas Morin,https://www.kaggle.com/lucasmorin,9,7,14,878,France,Île-de-France,Paris,ML Engineer - Corporate Credit Risk,UNKOWN
58,grandmaster,Sharlto Cope,https://www.kaggle.com/dwin183287,15,2,0,873,Indonesia,Jakarta,Jakarta,a learner,heart
59,grandmaster,Tarun Paparaju,https://www.kaggle.com/tarunpaparaju,17,6,10,867,United States,Massachusetts,Westford,CS undergrad,UMass Amherst
60,master,mugen88,https://www.kaggle.com/mugentk,14,6,16,855,Japan,Osaka,Osaka,Data Scientist,JTC
61,grandmaster,DimitreOliveira,https://www.kaggle.com/dimitreoliveira,16,11,24,846,Brazil,State of Paraíba,Campina Grande,ML Engineer | Google Dev. Expert on ML,Intuition Machines
62,master,Darien Schettler,https://www.kaggle.com/dschettler8845,6,9,26,846,Canada,Ontario,Waterloo,Staff Machine Learning Architect,VMWare Inc.
63,master,M. Gagan Chandra,https://www.kaggle.com/gaganmaahi224,2,22,16,844,India,Sikkim,Majitar,Student,Sikkim Manipal institute of technology
64,grandmaster,Peter,https://www.kaggle.com/pestipeti,18,15,7,826,Hungary,UNKOWN,Budapest,"\,,/ (^_^)",(-(-_(-_-)_-)-)
65,grandmaster,Laura Fink,https://www.kaggle.com/allunia,18,7,3,825,Germany,North Rhine-Westphalia,Cologne,Data Scientist,Micromata
66,grandmaster,Janio Martinez Bachmann,https://www.kaggle.com/janiobachmann,15,3,1,825,Germany,Hesse,Frankfurt,Business Analyst,Google
67,master,BEXGBoost,https://www.kaggle.com/bextuychiev,11,7,4,822,Uzbekistan,Andijan region,Andijan,AI Content Creator,NVIDIA
68,master,ilovescience,https://www.kaggle.com/tanlikesmath,11,9,15,803,United States,California,Sacramento,PhD candidate,UC Davis
69,expert,stpete_ishii,https://www.kaggle.com/stpeteishii,0,1,44,801,Japan,Hyogo,Kobe,Engineer,TZ TECHNO
70,grandmaster,Konstantin Yakovlev,https://www.kaggle.com/kyakovlev,17,14,10,791,Portugal,Lisbon,Cascais,PM,__self__
71,master,Ishan Dutta,https://www.kaggle.com/ishandutta,6,10,7,788,India,Maharashtra,Pune,Dev Expert ,Weights and Biases
72,master,kkiller,https://www.kaggle.com/kneroma,7,15,8,786,France,Île-de-France,Paris,Data Scientist,UNKOWN
73,master,Tanay Mehta,https://www.kaggle.com/heyytanay,8,14,28,777,India,Rajasthan,Jaipur,Applied Research Intern,NVIDIA
74,master,BIZEN,https://www.kaggle.com/hiro5299834,4,11,12,775,Japan,Okayama,Bizen,UNKOWN,UNKOWN
75,master,Radmir Zosimov,https://www.kaggle.com/hijest,8,12,10,763,Russia,UNKOWN,Moscow,Doorman,Bath of Baby Kagglers
76,master,Heroseo,https://www.kaggle.com/piantic,8,9,12,750,South Korea,Seoul,Seoul,Data Scientist,no where
77,master,Ayush Thakur,https://www.kaggle.com/ayuraj,6,11,20,749,India,West Bengal,Kolkata,Machine Learning Engineer,Weights and Biases
78,grandmaster,Yury Kashnitsky,https://www.kaggle.com/kashnitsky,16,18,28,748,Netherlands,North Holland,Amsterdam,Senior Machine Learning Scientist,Elsevier
79,master,Fahad Mehfooz,https://www.kaggle.com/fahadmehfoooz,10,10,0,747,India,Delhi,Delhi,Software Engineer,TCS
80,master,OH SEOK KIM,https://www.kaggle.com/ohseokkim,6,10,14,742,South Korea,Gyeonggi-do,Suwon-si,Software Engineer,Samsung Electronics.
81,expert,Gaurav Dutta,https://www.kaggle.com/gauravduttakiit,0,2,64,737,India,Telangana,Hyderabad, Senior QA Tester,Accenture
82,master,JeongBin Park,https://www.kaggle.com/jeongbinpark,4,19,24,736,South Korea,Incheon,Incheon,Undergraduate,Sejong University
83,grandmaster,Anisotropic,https://www.kaggle.com/arthurtok,16,4,3,715,United Kingdom,England,London,Data Scientist,Barclays DASA
84,master,Luca Massaron,https://www.kaggle.com/lucamassaron,5,10,24,709,Italy,Veneto,Verona,Data Science & Modelling Senior Expert,illimity Bank
85,master,YuyaYamamoto,https://www.kaggle.com/nejumi,9,6,16,700,Japan,Tokyo,Tokyo,hoge,hoge
86,master,Andrey Shtrauss,https://www.kaggle.com/shtrausslearning,8,11,2,699,Russia,UNKOWN,Saint Petersburg,Aerodynamicist,Company
87,grandmaster,Ekrem Bayar,https://www.kaggle.com/ekrembayar,15,5,18,697,Turkey,Istanbul,İstanbul,Data Scientist,SabancıDx
88,master,Pavan Sanagapati,https://www.kaggle.com/pavansanagapati,9,2,9,685,India,Karnataka,Bengaluru,General Manager -Market Data Analytics,Philips India Ltd
89,master,Michal Bogacz,https://www.kaggle.com/michau96,10,15,6,680,Poland,Pomeranian Voivodeship,Gdańsk,Data Scientist,PwC Poland
90,master,Manav,https://www.kaggle.com/manabendrarout,6,7,13,673,India,Uttar Pradesh,Noida,Data Scientist,Optum
91,master,Kishal Mandal,https://www.kaggle.com/kishalmandal,3,11,22,673,India,West Bengal,Kolkata,Data Scientist,Cloudcraftz Solutions Pvt. Ltd.
92,master,Alexander Ryzhkov,https://www.kaggle.com/alexryzhkov,7,7,17,671,Russia,UNKOWN,Moscow,Head of AutoML Team,Sber AI Lab
93,master,Brenda N,https://www.kaggle.com/brendan45774,7,13,0,670,United States,Florida,Florida City,A girl,BörkaPanda
94,grandmaster,Wei Hao Khoong,https://www.kaggle.com/khoongweihao,15,9,15,664,Singapore,UNKOWN,Singapore,Data Scientist,NTT Ltd.
95,master,Erik Bruin,https://www.kaggle.com/erikbruin,14,2,0,663,Netherlands,North Holland,Amsterdam,Data Scientist,xxx
96,expert,Serigne,https://www.kaggle.com/serigne,2,1,3,655,France,Île-de-France,Paris,Quant Data Scientist,UNKOWN
97,master,Vahideh Dashti,https://www.kaggle.com/vahidehdashti,14,2,0,645,Iran,Yazd Province,Yazd,Data Analyst,Yazd
98,master,Mohamed Bakrey,https://www.kaggle.com/mohamedbakrey,2,13,40,628,Egypt,Giza Governorate,6th of October City,Data Scientist & Data Analyst,Freelancer
99,master,katsu1110,https://www.kaggle.com/code1110,6,11,31,621,Japan,Tokyo,Tokyo,sitting on a chair,home
100,master,yone-moto,https://www.kaggle.com/tyonemoto,0,21,6,618,Japan,Osaka,Ikeda,Engineer,JTC
101,master,Trigram,https://www.kaggle.com/nxrprime,6,9,29,616,India,Karnataka,Bengaluru,We partake,a joyous amount of tomfoolery
102,master,Tarek Hamdi,https://www.kaggle.com/hamditarek,11,8,20,608,Finland,UNKOWN,Helsinki,Data Scientist,Huawei
103,master,Hamza,https://www.kaggle.com/hamzaghanmi,5,8,7,602,Tunisia,Bizerte,Bizerte,Computer Science Engineer,.
104,master,Tawara,https://www.kaggle.com/ttahara,7,12,9,595,Japan,Kanagawa,Yokohama,Research & Development Engineer,a JTC
105,master,ootake,https://www.kaggle.com/ootake,5,9,0,581,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
106,master,Thomas Konstantin,https://www.kaggle.com/thomaskonstantin,6,15,28,579,Israel,Tel Aviv District,Tel Aviv-Yafo,Data Scientist,Altooro
107,master,🌵,https://www.kaggle.com/frankmollard,10,13,19,576,Germany,Hesse,Frankfurt,Data Scientist,Home
108,grandmaster,Leonardo Ferreira,https://www.kaggle.com/kabure,17,11,14,574,Brazil,State of São Paulo,São Paulo,Data Scientist Freelancer,Upwork.com
109,master,Tanishq Gautam,https://www.kaggle.com/ligtfeather,10,7,7,571,United States,Illinois,Chicago,Graduate Student,Illinois Tech
110,grandmaster,Mobassir,https://www.kaggle.com/mobassir,18,5,7,569,Bangladesh,Dhaka Division,Dhaka,Interested in computer vision for biomedical imaging,kaggle
111,master,Abhinand,https://www.kaggle.com/abhinand05,6,6,0,568,India,Tamil Nadu,Coimbatore,Principal AI Engineer,QpiCloud
112,expert,Chris X,https://www.kaggle.com/docxian,0,7,90,559,Germany,Bavaria,Munich,Data Scientist,Home
113,master,Kaan BOKE,https://www.kaggle.com/kaanboke,2,14,6,559,Finland,UNKOWN,Helsinki,Data Scientist & Researcher,UNKOWN
114,grandmaster,JohnM,https://www.kaggle.com/jpmiller,15,9,13,545,United States,Texas,Fort Worth,Customer Data Scientist,H2O.ai
115,expert,DLastStark,https://www.kaggle.com/dlaststark,4,3,9,540,India,Jharkhand,Dhanbad,Data Engineer,The Math Company
116,master,Will Koehrsen,https://www.kaggle.com/willkoehrsen,11,4,2,538,United States,Massachusetts,Boston,Data Scientist,Feature Labs
117,master,Jun Hyeok,https://www.kaggle.com/junhyeok99,2,8,18,538,South Korea,Busan,Busan,Officer,"Marine Corps, Republic of Korea"
118,master,Murilão,https://www.kaggle.com/upadorprofzs,9,1,0,536,Brazil,State of Rio Grande do Sul,Rio Grande,AI,HEALTH
119,master,Nitesh Yadav,https://www.kaggle.com/niteshyadav3103,7,9,0,530,India,Rajasthan,Neemrana,Student,JECRC University 
120,master,Giba,https://www.kaggle.com/titericz,12,18,23,528,Brazil,State of Paraná,Curitiba,RAPIDS,NVIDIA
121,expert,blue7red,https://www.kaggle.com/rhythmcam,0,0,25,528,South Korea,Seoul,Seoul,Full Stack Developer,ETC
122,master,Geir Drange,https://www.kaggle.com/mistag,3,7,20,527,Norway,Oslo,Oslo,Engineer,Individual
123,master,Zahra Amini,https://www.kaggle.com/aminizahra,3,11,10,525,Iran,Kerman Province,Shahrbabak,AI Student,Shiraz university
124,master,Ahmet Erdem,https://www.kaggle.com/aerdem4,8,13,17,518,Turkey,İstanbul,İstanbul,Machine Learning,NVIDIA
125,master,des,https://www.kaggle.com/desalegngeb,4,12,6,517,Netherlands,Gelderland,Arnhem,abc,xyz
126,master,Siddharth Yadav,https://www.kaggle.com/thebrownviking20,5,7,9,510,India,Haryana,Gurugram,Student,"The NorthCap University, Gurugram"
127,master,Ashwini Swain,https://www.kaggle.com/ash316,8,9,6,507,India,Maharashtra,Mumbai,DevOps Engineer,Recko
128,expert,AmbrosM,https://www.kaggle.com/ambrosm,4,5,5,507,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
129,master,Sreevishnu Damodaran,https://www.kaggle.com/sreevishnudamodaran,6,6,2,503,India,Kerala,Kochi,Data Scientist,TCS
130,master,Caesar Lupum,https://www.kaggle.com/caesarlupum,8,7,41,501,Brazil,State of Ceará,Fortaleza,Data Scientist,Datarisk
131,master,Dmitry Uarov,https://www.kaggle.com/dmitryuarov,2,15,6,498,Russia,UNKOWN,Moscow,Data Analyst,"LCC ""Дефанс Трейд"""
132,master,Maunish dave,https://www.kaggle.com/maunish,5,6,9,496,India,Gujarat,Vadodara,Nothing ,Nowhere
133,expert,Kaggle Kerneler,https://www.kaggle.com/kerneler,0,1,5,494,United States,California,Sunnyvale,UNKOWN,Kaggle
134,grandmaster,Nanashi,https://www.kaggle.com/jesucristo,17,5,0,492,United Kingdom,England,London,Alchemist,Kaggle
135,master,Sonali singh,https://www.kaggle.com/sonalisingh1411,1,13,3,490,India,Telangana,Hyderabad,Data Analyst ,Aspion 
136,master,Yotoro,https://www.kaggle.com/shivansh002,5,6,8,483,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
137,master,Puru Behl,https://www.kaggle.com/accountstatus,2,14,39,477,India,Delhi,Delhi,Student,Northcap University
138,expert,sin,https://www.kaggle.com/underwearfitting,6,2,5,476,United States,California,San Diego,UNKOWN,UNKOWN
139,expert,Devlikamov Vlad,https://www.kaggle.com/lordozvlad,7,1,0,472,Russia,Nizhny Novgorod Oblast,Nizhny Novgorod,Lab Assistant,UNN
140,expert,Maxim Kazantsev,https://www.kaggle.com/maximkazantsev,6,1,18,471,Russia,UNKOWN,Saint Petersburg,ML learner,Home
141,expert,Kun Hao Yeh,https://www.kaggle.com/khyeh0719,4,5,3,469,Taiwan,UNKOWN,Hsinchu,Data Scientist,H2O.ai
142,master,Qishen Ha,https://www.kaggle.com/haqishen,10,6,0,466,Japan,Tokyo,Tokyo,Machine Learning Engineer,LINE corp.
143,expert,Jiashen Liu,https://www.kaggle.com/jiashenliu,1,2,13,464,Netherlands,North Holland,Amsterdam,Data Scientist,Optiver
144,master,NAIN,https://www.kaggle.com/aakashnain,5,17,21,460,India,Delhi,New Delhi,Senior Data Scientist,H2O.ai
145,master,ajsw,https://www.kaggle.com/yoshikazuajisawa,3,10,2,460,Japan,Tokyo,Minato City,Data Scientist,hogehoge
146,master,T88,https://www.kaggle.com/t88take,4,10,4,459,Japan,Osaka,Osaka,Data Scientist,p
147,expert,Lonnie,https://www.kaggle.com/lonnieqin,1,6,28,453,China,Guangdong Province,Guangzhou,Senior Software Engineer,UNKOWN
148,master,Somayyeh Gholami,https://www.kaggle.com/somayyehgholami,7,4,2,453,Belgium,Brussels,Brussels,Student of Health Data Science(Ms),VUB university
149,master,Alin Cijov,https://www.kaggle.com/alincijov,8,3,38,453,Canada,Quebec,Montreal,Machine Learning Engineer,work
150,master,Mark Wijkhuizen,https://www.kaggle.com/markwijkhuizen,5,5,6,452,Netherlands,Gelderland,Nijmegen,Student,Radboud University
151,master,Alexander Teplyuk,https://www.kaggle.com/ateplyuk,10,19,23,448,Russia,UNKOWN,Moscow,Neuromorphic computer vision researcher,-Skoltech
152,master,Anandhu H,https://www.kaggle.com/anandhuh,1,16,0,447,India,Kerala,Varkala,M.Sc Data Science Student,University of Kerala
153,master,Konrad Banachewicz,https://www.kaggle.com/konradb,5,14,27,446,Netherlands,North Holland,Haarlem,I interrogate data for a living,TNG Quant Consultancy
154,master,Ilia Larchenko,https://www.kaggle.com/ilialar,7,4,2,446,Thailand,Bangkok,Bangkok,Data Science Manager,Agoda
155,master,tensor choko,https://www.kaggle.com/tensorchoko,0,11,18,446,Japan,Kanagawa,Kawasaki,UNKOWN,UNKOWN
156,master,Siti Khotijah,https://www.kaggle.com/khotijahs1,3,11,37,445,Indonesia,West Java,Bandung,AI/ML Engineer,IT Company
157,grandmaster,Dieter,https://www.kaggle.com/christofhenkel,18,6,5,441,Germany,Bavaria,Munich,Deep Learning Data Scientist,Nvidia
158,expert,Robin,https://www.kaggle.com/heyrobin,2,4,0,440,India,Delhi,New Delhi,Chilling,Home 🏠 
159,master,Salman Ibne Eunus,https://www.kaggle.com/salmaneunus,1,15,36,439,Bangladesh,Dhaka Division,Dhaka,Bachelor of Science in Computer science,Brac University
160,master,K Scott Mader,https://www.kaggle.com/kmader,12,18,67,434,United States,Oregon,Portland,Machine Learning Engineer,UNKOWN
161,master,Kamogawa_Horumo,https://www.kaggle.com/xia464,3,7,1,433,Japan,Kyoto,Kyoto,office staff,JTC
162,expert,Chryzal,https://www.kaggle.com/chryzal,3,6,7,430,Benin,Littoral Department,Cotonou,Data Science enthusiast,Kaggle
163,master,Iman Jowkar,https://www.kaggle.com/imanjowkar,0,14,24,428,Afghanistan,Bamyan,Iraq,Data Analysts,UNKOWN
164,master,Halime Doğan,https://www.kaggle.com/halimedogan,2,11,2,428,Turkey,İzmir,İzmir,Data Operations Manager,Tarsens
165,master,M.Innat,https://www.kaggle.com/ipythonx,6,9,12,426,Bangladesh,Dhaka Division,Dhaka,AI Software Engineer,CHOWA GIKEN Corp.
166,grandmaster,Firat Gonen,https://www.kaggle.com/frtgnn,16,4,3,425,Turkey,İstanbul,İstanbul,Data Science & Analytics Director,GETIR
167,master,Yash Patel,https://www.kaggle.com/ysthehurricane,0,15,9,425,India,Gujarat,Surat,Data Scientist and AI researcher,Ysthehurricane
168,expert,Baris Dincer,https://www.kaggle.com/brsdincer,0,1,45,419,Turkey,İstanbul,İstanbul,# Researcher & Founder,International Space Science And Climate Observation Initiative 
169,master,Ulrich G.,https://www.kaggle.com/ulrich07,4,9,9,417,France,Île-de-France,Palaiseau,Student,ENS-CACHAN & ENSAE Paris-Tech
170,master,Sercan Yeşilöz,https://www.kaggle.com/sercanyesiloz,2,11,7,415,Turkey,İstanbul,İstanbul,Data Scientist,B2Metric : AI For Marketing Teams
171,master,raddar,https://www.kaggle.com/raddar,9,11,9,412,Lithuania,Vilnius County,Vilnius,Co-Founder & Data Scientist,oxipit.ai
172,master,Nayu.T.S.,https://www.kaggle.com/nayuts,3,8,27,412,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN
173,expert,Josh,https://www.kaggle.com/joshuaswords,5,3,9,412,United States,New York,New York,Data Science Engineer,AWS
174,master,Hongnan G,https://www.kaggle.com/reighns,8,7,2,410,Singapore,UNKOWN,Singapore,"ML Engineer, Business Analyst",Singapore
175,master,Ludovico Cuoghi,https://www.kaggle.com/ludovicocuoghi,0,15,2,406,Italy,Emilia-Romagna,Parma,Master Graduate Student,Keio University
176,expert,sazuma,https://www.kaggle.com/shoheiazuma,4,3,7,405,Japan,Saitama,Saitama,Kaggler,home
177,master,Ankit Kalauni,https://www.kaggle.com/ankitkalauni,0,12,7,402,India,Maharashtra,Mumbai,Student,Kaggle
178,expert,Alien,https://www.kaggle.com/h053473666,5,2,11,400,Taiwan,UNKOWN,Taipei,None,None
179,master,Takoi,https://www.kaggle.com/takoihiraokazu,5,6,5,399,Japan,Fukuoka,Fukuoka,Data Scientist,Rist
180,master,Niwashi,https://www.kaggle.com/marutama,4,8,4,399,Japan,Chiba,Funabashi,Engineer and Manager,Semiconductor
181,master,David Roberts,https://www.kaggle.com/davidbroberts,3,8,13,397,United States,West Virginia,Gassaway,Software engineer,UNKOWN
182,expert,Kalilur Rahman,https://www.kaggle.com/kalilurrahman,0,5,32,396,India,Telangana,Hyderabad,Something,Somewhere
183,master,salah sammari,https://www.kaggle.com/midouazerty,0,13,28,396,Tunisia,Mahdia,Mahdia,computer engineering student,Esprim's
184,expert,Hiroshi Oshio,https://www.kaggle.com/hiroshioshio,4,5,0,394,Japan,Hyogo,Kobe,UNKOWN,UNKOWN
185,master,Maksym Shkliarevskyi,https://www.kaggle.com/maksymshkliarevskyi,3,8,10,392,Ukraine,Kharkiv Oblast,Kharkiv,PhD | Clinical Data Analyst,"Intego Group, LLC"
186,master,Yue Sun,https://www.kaggle.com/yus002,3,10,14,389,China,Shanghai,Shanghai,Algorithm Engineer,SAIC Motor AI Lab
187,master,Madhan Chandrasekharan,https://www.kaggle.com/gcmadhan,2,10,16,381,India,Tamil Nadu,Chennai,Data Analyst,Tek Systems
188,master,Jonas Paluci Barbosa,https://www.kaggle.com/jonaspalucibarbosa,1,11,11,380,Brazil,State of Espírito Santo,Vitoria,UNKOWN,UNKOWN
189,master,Roman,https://www.kaggle.com/nroman,7,7,3,377,Russia,UNKOWN,Saint Petersburg,Data Scientist,okko.tv
190,master,Fellipe Gomes,https://www.kaggle.com/gomes555,1,11,35,375,Brazil,State of Rio de Janeiro,Rio de Janeiro,Data Scientist,Accenture
191,master,Vivek Chowdhury,https://www.kaggle.com/vivek468,1,11,5,374,India,Delhi,New Delhi,CEO,Bad Decisions
192,expert,Adriano Passos,https://www.kaggle.com/coldfir3,1,7,14,373,Brazil,State of Paraná,Curitiba,Deep Learning Instructor,Passos
193,expert,mlanhenke,https://www.kaggle.com/mlanhenke,3,5,8,372,Germany,North Rhine-Westphalia,Ahlen,Business Analyst,Berief Food GmbH
194,master,lucif3r,https://www.kaggle.com/d4rklucif3r,2,16,5,372,India,Delhi,New Delhi,No-One,No-where
195,master,Sohom Majumder,https://www.kaggle.com/sohommajumder21,1,9,24,368,India,West Bengal,Kolkata,"M.Sc, MBA(Business Analytics)",West Bengal university of Technology
196,master,Faisal Qureshi,https://www.kaggle.com/mfaisalqureshi,2,12,1,366,Pakistan,Sindh,Karachi,Learner,Home
197,master,mysar ahmad bhat,https://www.kaggle.com/mysarahmadbhat,2,9,8,365,India,Telangana,Hyderabad,student,ptu
198,master,Welf Crozzo,https://www.kaggle.com/miklgr500,5,10,22,364,Belarus,Minsk Region,Minsk,Machine Learning Engineer,21vek
